28.549963991967076|wynaut|Roseli Berry|Shadow Tag|counter,mirrorcoat,splash,charm|Lonely|4,252,0,0,0,0||31,31,31,31,31,31||50|
26.637654510593713|wynaut|Rindo Berry|Shadow Tag|counter,mirrorcoat,splash,destinybond|Relaxed|252,4,252,0,0,0||31,31,31,31,31,0||50|
26.411666171507168|wynaut|Leftovers|Shadow Tag|counter,splash,mirrorcoat,charm|Calm|0,0,252,0,252,4||31,0,31,31,31,31||50|
26.40693376477878|wynaut|Iron Ball|Shadow Tag|mirrorcoat,splash,counter,safeguard|Relaxed|252,4,252,0,0,0||31,31,31,31,31,0||50|
24.91685759827713|wynaut|Leftovers|Shadow Tag|mirrorcoat,charm,counter,destinybond|Sassy|0,0,68,252,188,0||31,31,31,31,31,0||50|
24.554812344861702|wynaut|Silk Scarf|Telepathy|counter,splash,mirrorcoat,encore|Sassy|0,0,68,252,188,0||31,31,31,31,31,0||50|
22.787021961624117|wynaut|Silk Scarf|Shadow Tag|counter,splash,encore,destinybond|Relaxed|252,4,252,0,0,0||31,31,31,31,31,0||50|
22.6060352525125|wynaut|Leftovers|Shadow Tag|mirrorcoat,splash,charm,counter|Brave|0,244,116,0,148,0||31,31,31,31,31,31||50|
19.71943732472345|wynaut|Protective Pads|Telepathy|charm,splash,mirrorcoat,safeguard|Careful|4,0,0,0,252,252||31,31,31,31,31,31||50|
19.35709750008293|wynaut|Leftovers|Shadow Tag|splash,mirrorcoat,charm,safeguard|Relaxed|252,4,252,0,0,0||31,31,31,31,31,0||50|
17.55249614349794|wynaut|Leftovers|Telepathy|splash,counter,charm,amnesia|Adamant|4,252,0,0,0,0||31,31,31,31,31,31||50|
17.348339100888726|wynaut|Leftovers|Shadow Tag|splash,counter,charm,safeguard|Quiet|252,0,0,252,0,4||31,31,31,31,31,31||50|
17.322550130392074|wynaut|Wave Incense|Shadow Tag|charm,splash,mirrorcoat,amnesia|Careful|252,4,0,0,252,0||31,31,31,31,31,31||50|
16.41279748088855|wynaut|Never-Melt Ice|Shadow Tag|splash,mirrorcoat,charm,amnesia|Rash|4,0,0,252,0,0||31,31,31,31,31,31||50|
16.193265768373777|wynaut|Black Belt|Shadow Tag|splash,encore,charm,counter|Sassy|0,0,68,252,188,0||31,31,31,31,31,0||50|
13.558025307630126|wynaut|Leftovers|Shadow Tag|encore,charm,counter,mirrorcoat|Relaxed|252,4,252,0,0,0||31,31,31,31,31,0||50|
12.13876231577327|wynaut|Leftovers|Telepathy|splash,charm,mirrorcoat,amnesia|Adamant|0,252,0,0,12,244||31,31,31,31,31,31||50|
11.27435091901752|wynaut|Dragon Fang|Shadow Tag|splash,charm,mirrorcoat,safeguard|Relaxed|252,4,252,0,0,0||31,31,31,31,31,0||50|
11.121445952523004|wynaut|Leftovers|Shadow Tag|splash,mirrorcoat,charm,encore|Bold|92,0,252,164,0,0||31,0,31,31,31,31||50|
10.06903461305802|wynaut|Aspear Berry|Shadow Tag|splash,charm,counter,destinybond|Careful|4,252,0,0,0,252||31,31,31,31,31,31||50|
39.96405622650981|meowthgalar|Mystic Water|Tough Claws|flail,ironhead,throatchop,dig|Hasty|4,252,0,0,0,252||31,31,31,31,31,31||50|
37.98676849957493|meowthgalar|Light Clay|Tough Claws|round,crunch,ironhead,curse|Naive|4,252,0,0,0,252||31,31,31,31,31,31||50|
36.28755468249957|meowthgalar|Rawst Berry|Pickup|crunch,flail,ironhead,thrash|Jolly|4,252,0,0,0,252||31,31,31,31,31,31||50|
35.99927255634132|meowthgalar|Safety Goggles|Tough Claws|ironhead,irondefense,round,uturn|Hasty|4,252,0,0,0,252||31,31,31,31,31,31||50|
33.99696649888473|meowthgalar|Mystic Water|Tough Claws|ironhead,shadowball,flail,irontail|Jolly|4,252,0,0,0,252||31,31,31,31,31,31||50|
